"customer_id","first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"2731","Meagan","Ferry","F",74,2000-05-18,"Accounting Assistant III","Retail","Mass Customer","Yes",1
"3482","Roch","Rilston","F",71,2000-05-18,"Clinical Specialist","Health","Affluent Customer","Yes",2
"2729","Meggi","Shipcott","F",76,2000-05-10,"General Manager",NA,"Mass Customer","Yes",1
"2504","Aloysius","Huffer","M",52,2000-04-29,NA,"Property","Mass Customer","No",2
"519","Rabi","Nissle","M",83,2000-04-07,NA,NA,"Mass Customer","Yes",1
"3201","Zed","Blanckley","M",61,2000-03-31,"Assistant Professor","Financial Services","Mass Customer","Yes",1
"3960","Hobart","Burgan","M",6,2000-03-16,NA,"Property","Mass Customer","No",1
"2541","Cleveland","Islep","M",17,2000-03-14,"Software Engineer II","Financial Services","High Net Worth","Yes",2
"3363","Orson","Tythacott","M",25,2000-03-08,"Electrical Engineer","Manufacturing","High Net Worth","Yes",3
"3089","Wood","Nathan","M",27,2000-02-24,"Web Developer III","Manufacturing","Affluent Customer","Yes",2
"2134","Crosby","Ruoff","M",16,2000-02-21,"Nurse","Manufacturing","Affluent Customer","No",2
"2938","Richardo","Cocher","M",79,2000-02-21,"Assistant Manager","Argiculture","Affluent Customer","No",2
"59","Niki","Heathcote","M",60,2000-02-08,"Physical Therapy Assistant",NA,"High Net Worth","No",3
"3954","Archaimbaud","McAteer","M",63,2000-02-03,"Human Resources Assistant III","Financial Services","High Net Worth","No",2
"1390","Christyna","Feldberg","F",74,2000-01-25,"Accounting Assistant I","Retail","High Net Worth","Yes",1
"1392","Marris","Waison","F",28,2000-01-15,"Human Resources Manager","Financial Services","Mass Customer","No",1
"2337","Odilia","Bick","F",47,2000-01-11,"Programmer Analyst II","Health","Mass Customer","No",1
"1229","Sebastian","Trass","M",38,2000-01-08,"GIS Technical Architect","Manufacturing","Affluent Customer","Yes",1
"3850","Alexandro","McCullock","M",55,2000-01-07,"Accountant III",NA,"Mass Customer","Yes",2
"3423","Griselda","Bezants","F",57,1999-12-27,"Registered Nurse","Health","Affluent Customer","No",1
"1080","Monah","Talbot","F",70,1999-12-26,"Speech Pathologist","Property","Mass Customer","Yes",2
"2431","Alvy","Tyndall","M",15,1999-12-24,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",2
"435","Jerome","Muggeridge","M",5,1999-12-23,"GIS Technical Architect","Telecommunications","Mass Customer","No",1
"644","Tomlin","Hastwall","M",59,1999-12-22,"Administrative Officer","Health","Affluent Customer","No",2
"3675","Samuele","Heller","M",88,1999-12-17,"Analog Circuit Design manager","Property","Affluent Customer","Yes",1
"2833","Cy","Braim","M",60,1999-11-26,NA,"IT","Mass Customer","Yes",3
"1599","Ozzy","Silver","M",65,1999-11-24,NA,NA,"Affluent Customer","No",1
"3651","Baxie",NA,"M",91,1999-11-15,"Human Resources Assistant I","Manufacturing","Mass Customer","No",2
"803","Nina","Murcutt","F",96,1999-11-11,"Nuclear Power Engineer","Manufacturing","High Net Worth","No",3
"3063","Andrea","Wildber","M",74,1999-11-04,"VP Sales","Financial Services","Affluent Customer","No",2
"1436","Tonnie","Andryunin","M",40,1999-10-29,"General Manager",NA,"Affluent Customer","No",3
"3650","Darrelle","Rosas","F",85,1999-10-21,"Office Assistant I","IT","Mass Customer","Yes",2
"1811","Sylvan","Sugge","M",59,1999-10-13,NA,"Financial Services","Mass Customer","No",1
"3460","Reinhold","Barthrup","M",22,1999-10-10,"Actuary","Financial Services","Mass Customer","No",2
"967","April","Causon","F",44,1999-10-04,"Sales Associate","Manufacturing","Affluent Customer","Yes",1
"2006","Hyacinthia","Tuley","F",33,1999-10-04,"Senior Developer","Property","High Net Worth","Yes",2
"951","Meryl","Dumbar","M",44,1999-09-29,"Assistant Media Planner","Entertainment","Mass Customer","No",1
"2342","Clara","Jakel","F",87,1999-09-17,NA,NA,"Mass Customer","No",2
"3757","Hyacinthia","Crain","F",75,1999-09-12,"Information Systems Manager",NA,"Affluent Customer","No",2
"2093","Salem","Doiley","M",94,1999-09-10,"Programmer II","Financial Services","High Net Worth","No",2
"2521","Kellia","Martugin","F",35,1999-08-29,"Chemical Engineer","Manufacturing","High Net Worth","Yes",3
"3055","Viki","Drache","F",96,1999-08-23,"General Manager",NA,"Mass Customer","Yes",2
"842","Mahmud","Dobbson","M",59,1999-08-16,"Compensation Analyst","Financial Services","High Net Worth","No",2
"1028","Thorn","Torfin","M",10,1999-08-11,"Project Manager",NA,"High Net Worth","No",1
"164","Aarika","Van Vuuren","F",55,1999-08-07,"Senior Editor","Retail","Affluent Customer","Yes",1
"931","Katrina","Sappson","F",59,1999-08-07,"Design Engineer","Manufacturing","Affluent Customer","Yes",1
"2755","Karen","La Wille","F",66,1999-07-28,"Automation Specialist I","Manufacturing","Mass Customer","Yes",1
"2929","Winny","Cakes","M",97,1999-07-28,"Nurse","Retail","Mass Customer","No",2
"3386","Cliff","Nolin","M",24,1999-07-28,"Structural Engineer","IT","High Net Worth","Yes",2
"1430","Kalli","Pigeram","F",86,1999-07-24,"Biostatistician I","Manufacturing","Mass Customer","Yes",3
"3188","Boyd",NA,"M",94,1999-07-07,"Actuary","Financial Services","Mass Customer","No",1
"2259","Leanora","Calbert","F",83,1999-07-02,"Environmental Specialist",NA,"Affluent Customer","No",2
"3989","Nicolas","Burdass","M",75,1999-06-23,"Environmental Specialist","Argiculture","Affluent Customer","Yes",1
"3953","Allyson","Simak","F",79,1999-06-18,"Help Desk Operator","Health","Affluent Customer","Yes",2
"804","Henrietta","Seater","F",98,1999-06-17,"Technical Writer",NA,"High Net Worth","Yes",1
"914","Marc","Egleton","M",73,1999-06-16,"Chemical Engineer","Manufacturing","Affluent Customer","Yes",2
"3908","Dolf","Serridge","M",64,1999-06-09,"Junior Executive","Health","High Net Worth","No",1
"3152","Lettie","McGenis","F",6,1999-06-07,"Teacher","Financial Services","High Net Worth","Yes",3
"2543","Horacio","Kitchin","M",41,1999-06-03,"Web Developer III",NA,"Affluent Customer","No",2
"1984","Hewett","Alessandretti","M",70,1999-06-01,"Information Systems Manager","Health","Mass Customer","Yes",1
"334","Fredi","Iannuzzelli","F",71,1999-05-20,"Financial Advisor","Financial Services","Affluent Customer","Yes",3
"377","Levy","Bonavia","M",65,1999-05-19,"Staff Scientist","Argiculture","Mass Customer","No",1
"351","Dev","Hafner","M",69,1999-05-12,"Pharmacist","Health","Mass Customer","Yes",2
"3133","Eda","MacCheyne","F",89,1999-05-10,"Quality Control Specialist","Manufacturing","Mass Customer","No",2
"2620","Henderson","Koubek","M",26,1999-04-30,"Civil Engineer","Manufacturing","Mass Customer","No",1
"3379","Elysee","Spurr","F",51,1999-04-30,"Food Chemist","Health","Mass Customer","Yes",2
"361","Stephana","Minero","F",59,1999-03-27,"Software Engineer IV","Health","Mass Customer","Yes",2
"421","Tish","Netti","F",26,1999-03-19,"Sales Representative","Retail","Mass Customer","Yes",2
"586","Jayme","Baunton","F",63,1999-03-15,"Chief Design Engineer","Manufacturing","Mass Customer","No",4
"2741","Reinwald","Sinkins","M",6,1999-02-28,"Statistician II","Property","High Net Worth","No",4
"3131","Sybilla","O' Markey","F",63,1999-02-24,NA,"Retail","Affluent Customer","Yes",3
"875","Caryl","Linnett","M",34,1999-02-23,"Recruiting Manager","Financial Services","Mass Customer","Yes",2
"2704","Orlando","Gniewosz","M",6,1999-02-08,"Account Representative IV","Retail","Affluent Customer","Yes",3
"3772","Anselma","Rennie","F",45,1999-02-07,"Physical Therapy Assistant","Manufacturing","Mass Customer","Yes",2
"116","Scottie","Swiffen","M",49,1999-02-05,"Assistant Professor","Manufacturing","Affluent Customer","Yes",2
"3357","Georgie","Henze","M",25,1999-02-01,"Design Engineer","Manufacturing","Affluent Customer","No",4
"2744","Bjorn","Isitt","M",59,1999-01-25,"Senior Financial Analyst","Financial Services","Mass Customer","No",3
"1724","Davita","Pristnor","F",28,1999-01-24,"Assistant Media Planner","Entertainment","High Net Worth","Yes",4
"2302","Loraine","Beamish","F",43,1999-01-09,"Mechanical Systems Engineer","Retail","Mass Customer","Yes",4
"906","Cammy","Marcroft","M",73,1998-12-30,"Financial Analyst","Financial Services","High Net Worth","Yes",3
"772","Lorianna","Vidyapin","F",12,1998-12-26,"Community Outreach Specialist","Entertainment","Mass Customer","No",4
"826","Marc","Waddilove","M",92,1998-12-25,"Recruiting Manager","Financial Services","Mass Customer","Yes",1
"3494","Robers","Richen","M",72,1998-12-24,"Account Representative IV","Argiculture","High Net Worth","No",1
"3674","Rodger","Gores","M",59,1998-12-24,"Tax Accountant","Property","Mass Customer","No",3
"2203","Ganny","Alessandrelli","M",13,1998-12-23,"Sales Associate","Health","High Net Worth","Yes",2
"1415","Merilyn","Dikle","F",68,1998-12-14,"Executive Secretary","Property","High Net Worth","Yes",3
"2828","Philippine","Maycey","F",37,1998-12-14,NA,"Health","High Net Worth","Yes",4
"2201","Trisha","Basset","F",56,1998-12-12,"Design Engineer","Financial Services","Affluent Customer","Yes",1
"704","Lindsay","Acaster","F",49,1998-12-08,"Research Nurse","Health","Mass Customer","No",4
"1534","Rosabelle","Hollington","F",74,1998-11-30,"Human Resources Assistant I","Manufacturing","Mass Customer","No",4
"774","Phelia","Perotti","F",79,1998-11-27,"Operator","Manufacturing","High Net Worth","No",1
"1432","Hiram","Kittiman","M",70,1998-11-26,"Tax Accountant","Argiculture","High Net Worth","Yes",2
"2016","Laraine","Merioth","F",89,1998-11-19,"Executive Secretary","Retail","Affluent Customer","Yes",1
"1278","Betsy","Schruurs","F",14,1998-11-15,"Pharmacist","Health","Affluent Customer","No",2
"1428","Morissa","Ozintsev","F",93,1998-11-15,"Sales Representative","Retail","High Net Worth","No",1
"3774","Elizabeth","Christy","F",38,1998-11-07,"Statistician I","Property","High Net Worth","No",2
"2147","Franzen","Kielty","M",42,1998-11-04,"Engineer IV",NA,"High Net Worth","Yes",1
"2626","Gerome","Lawrenz","M",42,1998-10-24,"Account Coordinator","Property","Affluent Customer","Yes",4
"1334","Cicily","Jenks","F",72,1998-10-23,"Senior Financial Analyst","Financial Services","Mass Customer","No",4
"2875","Keven","Leahair","M",71,1998-10-23,"Financial Analyst","Financial Services","High Net Worth","No",2
"1187","Antonino","Hogben","M",65,1998-10-21,NA,"Financial Services","Mass Customer","No",1
"2365","Lauretta","Furmonger","F",2,1998-10-18,"Structural Analysis Engineer","Argiculture","Mass Customer","Yes",3
"2427","Myrta","Whibley","F",20,1998-10-15,"Senior Developer",NA,"High Net Worth","Yes",2
"2266","Jeth","Tomes","M",74,1998-10-11,NA,"Retail","High Net Worth","No",1
"3095","Joachim",NA,"M",14,1998-10-11,"Staff Accountant IV","Retail","High Net Worth","Yes",2
"3867","Carmelia","Klimentyonok","F",14,1998-10-09,"Geologist II","IT","Mass Customer","Yes",1
"2377","Kristien","Dunne","F",29,1998-10-02,"Analog Circuit Design manager","IT","High Net Worth","No",2
"1380","Lavina","Clavey","F",99,1998-09-30,"Financial Analyst","Financial Services","Mass Customer","No",3
"2300","Cary","Cockerham","M",20,1998-09-26,NA,"Financial Services","Mass Customer","Yes",3
"3332","Cissy","Jeffress","F",43,1998-09-24,"Account Representative III","Health","Mass Customer","No",3
"331","Ford","Groucock","M",87,1998-09-23,"Desktop Support Technician","Health","Mass Customer","Yes",3
"1384","Marcile","Carren","F",48,1998-09-09,"Quality Control Specialist","Manufacturing","Mass Customer","No",2
"3858","Sabina","Tarbin","F",57,1998-08-31,"Librarian","Entertainment","Mass Customer","Yes",1
"945","Hebert","Bernocchi","M",59,1998-08-26,"Human Resources Manager",NA,"High Net Worth","Yes",1
"3136","Leonardo","Brennon","M",60,1998-08-25,"Marketing Manager","Retail","Mass Customer","Yes",3
"3716","Kari","Bamlett","F",81,1998-08-24,NA,"Retail","Affluent Customer","No",1
"2224","Sydel","Seccombe","F",3,1998-08-18,"Budget/Accounting Analyst III","Retail","High Net Worth","Yes",4
"2615","Cordelia",NA,"F",23,1998-08-13,"Nurse","Financial Services","Mass Customer","Yes",1
"3544","Benoite","Trahmel","F",25,1998-08-13,"Help Desk Technician",NA,"Affluent Customer","No",1
"2549","Mike","Geggus","M",12,1998-08-07,"Pharmacist","Health","Mass Customer","Yes",4
"2044","Leyla","Eddington","F",84,1998-08-02,"Quality Engineer","Health","Mass Customer","Yes",1
"1680","Loise","Austins","F",5,1998-07-28,"Desktop Support Technician","Property","Mass Customer","Yes",4
"370","Trstram","Bondesen","M",91,1998-07-27,NA,"Telecommunications","Affluent Customer","Yes",3
"3070","Malissia","Minthorpe","F",74,1998-07-27,"Account Executive","Health","Affluent Customer","Yes",1
"2737","Andras","Yurocjkin","M",28,1998-07-20,NA,"Retail","Mass Customer","Yes",3
"1714","Esma","Rycroft","F",80,1998-06-26,"Senior Sales Associate","Property","High Net Worth","Yes",4
"1152","Humfrid","Ducket","M",47,1998-06-23,"Business Systems Development Analyst","Financial Services","Mass Customer","Yes",3
"3985","Caryn","Padbury","F",44,1998-06-21,"Web Developer IV","Property","Mass Customer","No",4
"1459","Haydon","Berkery","M",89,1998-06-16,"Senior Sales Associate","Manufacturing","Mass Customer","No",4
"99","Reggie","Mulliner","M",97,1998-06-13,"VP Accounting","Financial Services","Mass Customer","No",3
"2292","Christie","MacClure","F",17,1998-06-02,"Research Nurse","Health","Mass Customer","Yes",2
"3030","Flor","Agnew","F",68,1998-05-21,"Technical Writer","Manufacturing","Affluent Customer","No",3
"1736","Garrek","Rowbotham","M",83,1998-05-10,"Associate Professor","IT","Affluent Customer","No",4
"2648","Saunder","Newens","M",60,1998-05-09,"Account Representative I",NA,"Affluent Customer","No",1
"3216","Edgar","Ordish","M",59,1998-05-08,"Database Administrator III","Manufacturing","Mass Customer","Yes",1
"1142","Michal","Paiton","M",95,1998-05-07,"Desktop Support Technician","Telecommunications","Mass Customer","No",2
"1302","Ericka","Eggers","F",29,1998-05-03,"Biostatistician I","Financial Services","Affluent Customer","Yes",2
"1496","Cordie","Disbrow","F",22,1998-05-02,"Human Resources Manager","IT","Affluent Customer","No",3
"3433","Karissa","Cabral","F",10,1998-04-28,"Computer Systems Analyst II","Property","Mass Customer","No",2
"632","Angeli","O'Hegertie","M",67,1998-04-26,"General Manager","Health","Mass Customer","No",1
"1413","Vi","Lauga","F",47,1998-04-24,"Administrative Assistant II","Financial Services","Mass Customer","No",3
"810","Fawnia","Bartrum","F",24,1998-04-04,"Software Test Engineer IV","Health","Mass Customer","Yes",1
"1196","Phillie","Bradforth","F",23,1998-03-19,"Research Nurse","Health","Mass Customer","No",2
"1963","Syman","Trimnell","M",81,1998-03-18,"Biostatistician I","Argiculture","Mass Customer","Yes",4
"2714","Emmy","Jenton","F",50,1998-03-17,"Occupational Therapist","Health","High Net Worth","Yes",1
"2101","Maryann",NA,"F",71,1998-03-08,"General Manager",NA,"Mass Customer","Yes",2
"3990","Reynard","Hagger","M",99,1998-03-05,"Desktop Support Technician","Health","High Net Worth","No",1
"2189","Thedric",NA,"M",43,1998-02-25,"Safety Technician II","Financial Services","High Net Worth","No",4
"3281","Peg","Cliff","F",67,1998-02-22,"Administrative Assistant III",NA,"Mass Customer","No",4
"604","Mella","Petrovsky","F",72,1998-02-10,"Help Desk Operator","IT","Affluent Customer","No",3
"1971","Mariel","Dyke","F",49,1998-02-10,NA,"Manufacturing","Mass Customer","Yes",4
"3663","Hermy","Casement","M",62,1998-02-10,"Information Systems Manager",NA,"Affluent Customer","No",1
"2988","Darrelle","Michie","F",20,1998-02-02,"Administrative Officer",NA,"Mass Customer","Yes",1
"2710","Flory","Standering","M",77,1998-01-30,NA,"Retail","Mass Customer","No",2
"2133","Clarissa","Blaisdale","F",44,1998-01-20,"General Manager","Financial Services","High Net Worth","No",3
"2161","Tommie","Mardle","M",35,1998-01-14,NA,"Financial Services","Mass Customer","No",4
"2198","Marijn","Arnoll","M",1,1998-01-10,"Editor","Property","Affluent Customer","Yes",1
"3219","Denyse","Scutts","F",94,1998-01-06,"Web Developer III","Financial Services","Mass Customer","No",3
"1466","Cyndia","Gull","F",62,1998-01-05,"Cost Accountant","Financial Services","High Net Worth","Yes",2
"3943","Adler","Dredge","M",19,1997-12-30,"VP Accounting","Financial Services","Affluent Customer","No",2
"2187","Brunhilde","Kendall","F",52,1997-12-27,"Budget/Accounting Analyst I","Health","Mass Customer","No",2
"3917","Artemas","Kyncl","M",79,1997-12-26,"Chemical Engineer","Manufacturing","Mass Customer","No",4
"1623","Katy","Taffee","F",29,1997-12-24,"Software Test Engineer III","Entertainment","High Net Worth","Yes",2
"1865","Isabelita","Kitchener","F",35,1997-12-24,"Office Assistant III",NA,"Mass Customer","No",3
"2865","Lila","Eyeington","F",11,1997-12-14,"Electrical Engineer","Manufacturing","High Net Worth","No",3
"3050","Dinnie","Worsom","F",90,1997-12-04,NA,NA,"High Net Worth","No",5
"390","Royall","Slimings","M",83,1997-11-25,"Programmer Analyst II","Health","Affluent Customer","No",3
"887","Patrizius","Hardinge","M",55,1997-11-17,NA,"Manufacturing","High Net Worth","No",1
"2298","Brigham","Vyse","M",64,1997-10-28,"Environmental Tech","Property","Mass Customer","Yes",5
"1156","Breena","Risebrow","F",22,1997-10-16,"Marketing Assistant","Argiculture","Mass Customer","Yes",1
"1197","Isobel","Lampett","F",44,1997-10-16,"Professor","Financial Services","High Net Worth","Yes",5
"3502","Wilfrid","Cleaves","M",5,1997-10-16,"Senior Sales Associate","Retail","High Net Worth","Yes",3
"1527","Gerek","Chape","M",23,1997-10-15,"Chemical Engineer","Manufacturing","Mass Customer","No",2
"3413","Zulema","Cristofolo","F",93,1997-10-15,"VP Accounting","Financial Services","Mass Customer","No",3
"1753","Kerry","Ford","F",6,1997-10-12,"VP Product Management","Health","High Net Worth","Yes",1
"3481","Haley","Dessent","M",37,1997-10-12,"Systems Administrator IV","Manufacturing","High Net Worth","No",4
"1251","Codie","Arnecke","M",63,1997-10-01,"Desktop Support Technician","Property","Mass Customer","No",2
"1207","Mabel","Marousek","F",30,1997-09-25,"Engineer IV","Health","Mass Customer","No",1
"3587","Ines","Galfour","F",85,1997-09-24,NA,NA,"Affluent Customer","No",2
"1899","Lambert","Vardey","M",29,1997-09-02,NA,"Retail","Affluent Customer","Yes",4
"3609","Chicky","Butterfield","M",69,1997-09-02,"Marketing Manager","Manufacturing","Mass Customer","No",4
"2781","Linnea","Jeacop","F",4,1997-09-01,"VP Sales","Financial Services","Affluent Customer","Yes",5
"3753","Ebony","Peagrim","F",16,1997-08-21,"Office Assistant II","Manufacturing","Mass Customer","No",3
"1897","Cosette","Callar","F",58,1997-08-20,"Product Engineer",NA,"Mass Customer","Yes",1
"1335","Sibylla","Marlon","F",57,1997-08-14,NA,"Entertainment","Mass Customer","Yes",3
"2550","Dionysus","Elmhurst","M",34,1997-08-12,"Pharmacist","Health","Mass Customer","Yes",4
"1549","Vikki","Tett","F",87,1997-08-06,NA,"Financial Services","Affluent Customer","Yes",4
"183","Dannie","Hissie","F",7,1997-08-05,"Geologist III","Retail","Affluent Customer","No",3
"1491","Agneta","Swiggs","F",96,1997-08-03,"Senior Sales Associate","Health","Mass Customer","Yes",4
"3198","Dur","Knappen","M",66,1997-08-02,"Media Manager III","Manufacturing","Mass Customer","Yes",1
"134","Merna","McCulloch","F",34,1997-08-01,"Legal Assistant","Telecommunications","Affluent Customer","Yes",5
"278","Sydney","Georger","M",22,1997-07-30,"Executive Secretary",NA,"Affluent Customer","Yes",4
"1025","Ario","Jeromson","M",69,1997-07-30,"Quality Engineer","IT","Mass Customer","Yes",5
"677","El","Toupe","M",59,1997-07-28,"Senior Cost Accountant","Financial Services","Mass Customer","No",5
"2930","Goddard","Benthall","M",46,1997-07-25,"Assistant Media Planner","Entertainment","Mass Customer","No",3
"145","Filippo","Ferrara","M",33,1997-07-21,"Account Executive","Financial Services","Mass Customer","No",4
"3157","Hurlee","Fasson","M",46,1997-07-19,NA,"Retail","Mass Customer","Yes",1
"130","Raddy","Delete","M",32,1997-07-18,"Chemical Engineer","Manufacturing","Mass Customer","No",1
"663","Massimo","Seymour","M",27,1997-07-17,"VP Sales","Property","Affluent Customer","Yes",3
"2167","Laina","Semorad","F",31,1997-07-11,"Librarian","Entertainment","Mass Customer","No",1
"2386","Adrianne","Lowerson","F",93,1997-07-06,"Compensation Analyst","Financial Services","Mass Customer","No",2
"3556","Larina","Gheeorghie","F",38,1997-07-05,"Senior Developer","Manufacturing","High Net Worth","No",3
"2835","Deloria",NA,"F",30,1997-07-01,"Environmental Specialist","Manufacturing","Affluent Customer","No",2
"416","Dory","Barnsdall","F",14,1997-06-23,"Software Consultant",NA,"Mass Customer","Yes",1
"2594","Sigismond","Stockow","M",90,1997-06-23,"Internal Auditor","Manufacturing","Mass Customer","No",2
"1408","Kendricks","Plastow","M",14,1997-06-22,"Dental Hygienist","Health","High Net Worth","No",4
"3868","Rica","Corrado","F",60,1997-06-19,"Social Worker","Health","Affluent Customer","Yes",4
"965","Meggie","Whitchurch","F",86,1997-06-18,"Structural Engineer","Retail","High Net Worth","Yes",5
"2074","Roslyn","Rawdall","F",90,1997-06-11,NA,"Financial Services","Mass Customer","No",4
