"customer_id","first_name","last_name","gender","past_3_years_bike_related_purchases","DOB","job_title","job_industry_category","wealth_segment","owns_car","tenure"
"3638","Fifi","Dorrins","F",73,1996-05-04,"Associate Professor","Manufacturing","Mass Customer","No",6
"3593","Carry","Abercromby","F",71,1996-04-10,"Legal Assistant","Retail","Mass Customer","No",5
"3886","Fidela","Haresign","F",74,1996-03-26,"Recruiting Manager","Manufacturing","Affluent Customer","No",5
"3619","Myranda","Cridland","F",18,1996-02-17,"Administrative Assistant IV",NA,"Mass Customer","Yes",1
"3854","Melody","Ivanilov","F",47,1996-01-16,"VP Quality Control","Property","High Net Worth","Yes",2
"3907","Adriana","Heam","F",8,1996-01-11,"Technical Writer",NA,"High Net Worth","Yes",5
"3698","Devon","Baudic","F",49,1995-10-03,"Geological Engineer","Manufacturing","Mass Customer","No",4
"3759","Sue","Batstone","F",68,1995-03-04,"Programmer IV","Property","Mass Customer","Yes",4
"3836","Jolee","Stearndale","F",16,1995-01-25,"Electrical Engineer","Manufacturing","Affluent Customer","Yes",7
"3598","Penny","McKirdy","M",72,1994-12-17,"Computer Systems Analyst III","Manufacturing","Affluent Customer","Yes",5
"3851","Fowler","Bauduccio","M",5,1994-11-30,"Senior Sales Associate","Manufacturing","High Net Worth","No",3
"3824","Giffard","Stollman","M",33,1994-11-21,NA,"Property","Mass Customer","No",3
"3945","Lazarus","Donaghy","M",77,1994-10-21,NA,"Retail","High Net Worth","No",7
"3721","Merrili","Potticary","F",84,1994-10-13,"Senior Quality Engineer","Financial Services","Mass Customer","Yes",7
"3535","Bren","Dabbes","F",8,1994-09-15,"Technical Writer","Manufacturing","High Net Worth","No",6
"3981","Konstance","Draye","F",34,1994-09-10,"Quality Control Specialist","Health","Mass Customer","No",1
"3895","Reginald","Struys","M",18,1994-09-06,"Business Systems Development Analyst","IT","Affluent Customer","Yes",2
"3988","Ammamaria","Ashburne","F",97,1994-07-14,"Automation Specialist IV","Health","Mass Customer","Yes",1
"3794","Dorrie","Paige","F",47,1994-07-06,NA,"IT","Mass Customer","No",2
"3755","Stephen","Garnar","M",38,1994-05-10,"Chief Design Engineer","Financial Services","High Net Worth","Yes",7
"3688","Fritz","Le Merchant","M",87,1994-04-27,"General Manager","IT","Affluent Customer","Yes",5
"3512","Vladimir","Abramowsky","M",68,1994-03-24,"VP Accounting","Financial Services","Mass Customer","Yes",8
"3605","Andy","Risely","M",54,1994-01-28,"Internal Auditor",NA,"Mass Customer","No",6
"3780","Mitchel","Bellefant","M",10,1993-11-01,"Desktop Support Technician","Financial Services","High Net Worth","No",8
"3723","Justine","Pirt","F",31,1993-10-22,"Accountant II","Financial Services","High Net Worth","No",7
"3791","Bertrand","Sissons","M",17,1993-05-26,"Quality Control Specialist","Health","Affluent Customer","No",6
"3707","Marten","Posnette","M",10,1993-05-16,"Senior Editor","Retail","Mass Customer","Yes",4
"3236","Edsel","Arguile","M",37,1993-04-01,NA,"Manufacturing","Mass Customer","Yes",5
"3702","Floyd","Meharry","M",74,1993-02-18,"Biostatistician IV","Health","Mass Customer","No",10
"3713","Cynthy","Snoad","F",72,1993-02-03,NA,"Telecommunications","High Net Worth","Yes",8
"3769","Kerry","Wooldridge","M",40,1993-01-19,"Desktop Support Technician","Health","High Net Worth","Yes",5
"3959","Dannie","Sowray","M",76,1992-12-07,NA,NA,"Mass Customer","No",3
"3552","Ebeneser","Lowde","M",33,1992-09-07,"Internal Auditor","Retail","Affluent Customer","Yes",9
"3961","Gertie","Caser","F",11,1992-07-05,"Recruiter","Health","High Net Worth","Yes",5
"3732","Shawn","De Hooge","F",47,1992-06-07,"Research Associate","Manufacturing","Mass Customer","No",2
"3828","Tessy","Beefon","F",81,1992-05-12,"Dental Hygienist","Health","Mass Customer","No",6
"3679","Murielle","Klimkov","F",72,1992-05-05,"Developer II",NA,"High Net Worth","No",6
"3839","Wallie","Christauffour","F",78,1992-04-25,"Account Executive","Manufacturing","High Net Worth","Yes",2
"3856","Shane","Haseldine","F",74,1992-04-24,"Accounting Assistant III","Property","Affluent Customer","No",7
"3736","Charles","Brounfield","M",64,1992-03-13,"Senior Developer","Argiculture","Mass Customer","Yes",10
"3671","Crystie","Deshorts","F",98,1992-01-05,"Programmer Analyst III",NA,"Affluent Customer","No",7
"4000","Kippy","Oldland","M",76,1991-11-05,"Software Engineer IV",NA,"Affluent Customer","No",11
"3731","Jandy","Rodgers","F",91,1991-10-27,"Chief Design Engineer",NA,"Mass Customer","No",8
"3739","Gates","Nelthorpe","F",59,1991-08-27,"Environmental Tech","IT","High Net Worth","No",5
"3620","Gerry","Ackhurst","M",21,1991-07-30,"Computer Systems Analyst II","Retail","Mass Customer","No",5
"3574","Eileen","Eland","F",33,1991-02-05,"Clinical Specialist","Health","Mass Customer","No",6
"3653","Devlen","Perrett","M",7,1991-01-04,"Environmental Specialist",NA,"Mass Customer","Yes",8
"3699","Lillian","Somerfield","F",40,1990-10-08,"Recruiting Manager","Manufacturing","Mass Customer","No",5
"3532","May","Birch","F",27,1990-07-24,"Media Manager I","Health","High Net Worth","Yes",7
"3866","Theressa","Morfield","F",56,1990-07-18,"Structural Engineer","Health","Mass Customer","Yes",9
"3617","Jessa","Milnthorpe","F",11,1990-05-06,"Structural Analysis Engineer","Manufacturing","Mass Customer","Yes",3
"3632","Elena","Sandys","F",82,1990-03-27,"Teacher",NA,"Mass Customer","No",9
"3563","De","Leyband","F",70,1990-03-12,NA,"Financial Services","Affluent Customer","No",10
"3747","Valerye","Yukhtin","F",8,1990-02-24,"Web Developer IV","Manufacturing","Mass Customer","Yes",10
"3664","Faina","Czaja","F",5,1990-02-23,"Software Test Engineer I","Manufacturing","Mass Customer","Yes",7
"3841","Barnebas","Munro","M",64,1990-01-24,"Desktop Support Technician","Manufacturing","Affluent Customer","No",10
"3837","Alysa","McDiarmid","F",26,1990-01-17,"Professor",NA,"Mass Customer","Yes",17
"3929","Jacqui","Fortnam","F",50,1989-10-18,NA,NA,"Affluent Customer","Yes",10
"3522","Lorri","Byrth","F",73,1989-08-21,"Cost Accountant","Financial Services","High Net Worth","Yes",11
"3685","Solomon","Ruffles","M",86,1989-06-12,"Human Resources Manager","Financial Services","Affluent Customer","Yes",16
"3843","Mahmoud","Ligerton","M",0,1989-06-06,"Senior Financial Analyst","Financial Services","Mass Customer","Yes",16
"3994","Stephie","Byars","F",5,1989-04-07,"Structural Analysis Engineer","Manufacturing","Affluent Customer","No",12
"3665","Toma","Klaaasen","F",19,1989-03-23,"Dental Hygienist","Health","Mass Customer","No",6
"3550","Daisey","Britto","F",50,1988-11-27,"Environmental Tech","Retail","Mass Customer","Yes",16
"3602","Alicea","Scamwell","F",23,1988-11-27,"Account Coordinator","Health","Mass Customer","No",12
"3914","Izabel","Roelofs","F",79,1988-05-21,"Assistant Manager","Entertainment","Affluent Customer","Yes",22
"3821","Cassandra","Cescotti","F",96,1988-03-27,"VP Marketing","Manufacturing","Affluent Customer","No",14
"3770","Caddric","Ruddiforth","M",54,1988-02-02,"Legal Assistant","Argiculture","Mass Customer","No",17
"3930","Blancha","Baldi","F",43,1988-01-06,NA,"Financial Services","High Net Worth","No",22
"3844","Clotilda","Oret","F",87,1987-12-06,NA,"Manufacturing","Affluent Customer","No",15
"3909","Micheil","McGeorge","M",1,1987-10-04,NA,"Manufacturing","High Net Worth","Yes",18
"3579","Rachel","Somes","F",32,1987-09-15,"Software Test Engineer III","Health","High Net Worth","No",20
"3888","Lusa","Vigers","F",4,1987-09-13,"Programmer Analyst I","IT","High Net Worth","Yes",11
"3672","Werner","Yglesias","M",32,1987-05-25,NA,"IT","Mass Customer","Yes",13
"3610","Erl","Markel","M",1,1987-03-29,"Graphic Designer","Financial Services","High Net Worth","Yes",16
"3838","Mil","Clemitt","F",59,1987-03-24,"Sales Associate","Financial Services","Affluent Customer","Yes",4
"3543","Shanie","Zahor","F",15,1986-12-25,"Food Chemist","Health","High Net Worth","Yes",21
"3912","Ryon","Darridon","M",89,1986-10-27,"Social Worker","Health","Affluent Customer","No",22
"3728","Chanda","Garmons","F",27,1986-09-01,"Technical Writer","Property","Affluent Customer","Yes",21
"3900","Garland","Wildsmith","F",78,1986-09-01,"GIS Technical Architect","Financial Services","Mass Customer","Yes",3
"3804","Andria","Keays","F",23,1986-08-21,NA,"Manufacturing","Mass Customer","Yes",4
"3508","Malvin","Marre","M",89,1986-08-09,"Pharmacist","Health","Mass Customer","No",5
"3743","Riki","Aimable","F",85,1986-08-02,"Tax Accountant","Property","Mass Customer","No",22
"3677","Bartel","Fonteyne","M",3,1986-07-11,"Senior Financial Analyst","Financial Services","Mass Customer","Yes",20
"3932","Hadley","Veracruysse","M",85,1986-07-10,"Senior Editor","Financial Services","Mass Customer","No",11
"3948","Roberto","Beinke","M",44,1986-06-22,"Occupational Therapist","Health","Mass Customer","No",13
"3860","Sheila-kathryn","Conklin","F",14,1986-04-05,"Mechanical Systems Engineer",NA,"Affluent Customer","Yes",13
"3572","Willis","Tilston","M",54,1986-03-21,"Sales Representative","Retail","Affluent Customer","Yes",2
"3884","Sibley","Thirlwall","F",69,1986-02-06,"Web Designer II","Manufacturing","High Net Worth","Yes",18
"3594","Gustavo","Juschka","M",45,1986-01-04,"Marketing Assistant","Manufacturing","Mass Customer","No",18
"3541","Aloin","Harhoff","M",72,1986-01-03,NA,"Health","Mass Customer","No",11
"3786","Barnie","Blenkensop","M",12,1985-12-28,"Systems Administrator IV",NA,"High Net Worth","No",22
"3833","Jamie","Staziker","F",88,1985-12-10,"Account Coordinator","Manufacturing","Mass Customer","No",16
"3863","Virgilio","Haverty","M",30,1985-12-06,"Quality Control Specialist","Retail","High Net Worth","No",20
"3857","Tanner","McCuthais","M",64,1985-11-26,"Structural Engineer","Financial Services","Mass Customer","Yes",10
"3991","Rolph","Sweetnam","M",61,1985-08-06,"Chief Design Engineer","Manufacturing","Mass Customer","Yes",13
"3875","Berti","Arnould","M",2,1985-07-27,"Electrical Engineer","Manufacturing","Mass Customer","Yes",5
"3640","Merralee","Forman","F",64,1985-04-28,"Staff Scientist",NA,"Mass Customer","No",10
"3539","Sheelah","Caine","F",94,1985-03-21,NA,"IT","Mass Customer","Yes",16
"3559","Farra","Bails","F",80,1985-02-19,"Assistant Media Planner","Entertainment","High Net Worth","Yes",17
"3775","Avie","Cleator","F",16,1985-02-13,NA,"Health","Affluent Customer","No",8
"3693","Brenna","Raft","F",58,1985-01-19,NA,"Manufacturing","Affluent Customer","Yes",21
"3623","Oren","Barwack","M",56,1984-11-25,"Senior Quality Engineer","Manufacturing","Affluent Customer","Yes",15
"3624","Lenka",NA,"F",54,1984-10-16,"Cost Accountant","Financial Services","Mass Customer","Yes",7
"3870","Fidelia","Cess","F",31,1984-10-13,"Social Worker","Health","Mass Customer","No",5
"3965","Susannah","Dumphy","F",39,1984-07-24,"Speech Pathologist","Manufacturing","Mass Customer","Yes",13
"3694","Antoni","MacAllister","M",91,1984-04-19,NA,"Health","Mass Customer","Yes",10
"869","Addia","Abels","F",7,1984-03-11,"Account Representative I","Financial Services","High Net Worth","Yes",10
"3871","Magda","Shugg","F",80,1983-11-13,"Recruiting Manager",NA,"Mass Customer","No",4
"3546","Hally","Pollie","F",91,1983-09-29,"GIS Technical Architect","Manufacturing","Affluent Customer","Yes",9
"3622","Anetta","Brosenius","F",84,1983-09-02,"Compensation Analyst","Financial Services","Mass Customer","No",2
"3680","Sawyere","Onele","M",17,1983-08-11,"Accountant I","Retail","High Net Worth","No",3
"3933","Chiarra","Cops","F",65,1983-07-05,NA,NA,"High Net Worth","Yes",10
"3814","Constancia","Gebbe","F",10,1983-07-01,"VP Product Management","Financial Services","Mass Customer","Yes",11
"3784","Davie","Moscon","M",56,1983-06-04,NA,"Financial Services","High Net Worth","No",13
"3633","Donavon","Ainsby","M",32,1983-04-18,"Biostatistician III","Health","Mass Customer","No",5
"3667","Nettie","Goghin","F",3,1983-02-06,"Graphic Designer","Retail","Mass Customer","Yes",8
"3767","Man","Bigglestone","M",25,1982-09-14,"Web Developer IV",NA,"High Net Worth","No",16
"3928","Kristin","Way","F",71,1982-04-16,NA,"Property","Affluent Customer","Yes",6
"3852","Zerk","Merrien","M",44,1982-02-04,"Help Desk Operator",NA,"Mass Customer","No",4
"3894","Burgess","Diaper","M",70,1982-02-02,"Health Coach II","IT","Affluent Customer","No",10
"3906","Bronny","Claige","M",87,1982-01-29,"Cost Accountant","Financial Services","High Net Worth","No",13
"3646","Allene","Pauly","F",0,1981-10-22,"Social Worker","Health","Mass Customer","No",4
"3939","Georges","Dumbelton","M",67,1981-06-25,NA,"Manufacturing","Affluent Customer","No",15
"3922","Frans","Whitecross","M",90,1981-05-29,"Tax Accountant","Financial Services","Mass Customer","Yes",3
"3815","Jayson","Gasparro","M",99,1981-04-19,"Librarian","Entertainment","Mass Customer","Yes",5
"3737","Elyssa","De Witt","F",86,1981-03-21,"Design Engineer","Manufacturing","Affluent Customer","No",8
"3660","Gradeigh","Hothersall","M",99,1981-03-14,"Administrative Assistant IV","Financial Services","Mass Customer","No",7
"3533","Neale","Lowings","M",62,1981-02-14,NA,"Financial Services","Affluent Customer","Yes",8
"3903","Dayna","Cawthera","F",69,1981-02-13,"Research Assistant III",NA,"Mass Customer","Yes",17
"3763","Law","Jore","M",37,1981-01-27,"Quality Control Specialist",NA,"Affluent Customer","Yes",20
"3744","Franchot","Loeber","M",57,1981-01-05,NA,"Financial Services","Mass Customer","Yes",9
"3800","Morena","Ayer","F",19,1980-10-28,"Environmental Tech",NA,"High Net Worth","No",15
"3567","Eileen","Ilchenko","F",17,1980-09-14,"Nurse","Financial Services","Affluent Customer","Yes",14
"3910","Hall","Leyfield","M",38,1980-09-10,"VP Sales","IT","Mass Customer","No",10
"3560","Gav","Bonin","M",98,1980-09-01,"Structural Analysis Engineer","Retail","Mass Customer","Yes",7
"3829","Cornie","Hillhouse","M",68,1980-09-01,"Account Coordinator",NA,"Mass Customer","Yes",15
"3518","Magdaia","Beardwell","F",45,1980-06-18,"Biostatistician I","IT","Mass Customer","Yes",8
"3992","Germain","Tireman","M",99,1980-04-02,"Database Administrator IV","Manufacturing","Affluent Customer","Yes",18
"3521","Oneida","Olivia","F",27,1980-03-10,"Research Associate",NA,"High Net Worth","Yes",16
"3820","Maren","Ruske","F",65,1980-03-08,"Business Systems Development Analyst","IT","Mass Customer","No",17
"3740","Rania","Poulter","F",82,1979-12-03,"Dental Hygienist","Health","Mass Customer","No",8
"3612","Normand","Matous","M",27,1979-11-27,NA,"IT","High Net Worth","No",15
"3896","Perla","Blakiston","F",3,1979-10-15,"Tax Accountant",NA,"Mass Customer","Yes",13
"3673","Tobin","Fucher","M",72,1979-09-28,NA,"Manufacturing","Mass Customer","Yes",11
"3879","Vin","Attack","M",74,1979-08-28,"Payment Adjustment Coordinator",NA,"High Net Worth","No",19
"3797","Kriste","Oldall","F",76,1979-08-18,"Occupational Therapist","Health","Affluent Customer","Yes",4
"3813","Skelly","Caudell","M",12,1979-04-13,"Media Manager IV","IT","Mass Customer","Yes",6
"3972","Maribelle","Schaffel","F",6,1979-03-28,NA,"Retail","Mass Customer","No",8
"3503","Tootsie","Rafter","F",53,1979-03-12,"Financial Advisor","Financial Services","Affluent Customer","Yes",10
"3586","Abby","Brownstein","F",79,1979-02-05,"Registered Nurse","Health","Affluent Customer","No",10
"3971","Analise","Asbrey","F",2,1979-01-14,"Desktop Support Technician","Financial Services","High Net Worth","No",16
"3751","Millicent","Nacci","F",44,1978-12-28,"Environmental Specialist",NA,"Affluent Customer","Yes",13
"3873","Sascha","Paolozzi","M",32,1978-12-05,"Compensation Analyst","Financial Services","Mass Customer","No",11
"3527","Kiley","Scotson","F",77,1978-12-02,"Senior Cost Accountant","Financial Services","High Net Worth","No",18
"3925","Cally","Chaim","F",81,1978-11-25,"Statistician I",NA,"High Net Worth","No",7
"3509","Janine","Hesey","F",85,1978-11-22,"Pharmacist","Health","Mass Customer","Yes",15
"3630","Jeni","Heymes","F",16,1978-11-15,"Tax Accountant","Property","Affluent Customer","Yes",8
"3591","Dwight","Kinsey","M",15,1978-10-28,"Accountant III","Financial Services","Mass Customer","No",10
"3825","Cinda","Rounds","F",82,1978-10-12,"Recruiting Manager","Health","Mass Customer","No",11
"3697","Zebedee","Christal","M",47,1978-10-10,"Recruiting Manager",NA,"Mass Customer","Yes",8
"3826","Marlow","Balffye","M",33,1978-09-25,NA,"Health","Mass Customer","No",7
"3526","Pail","Iacopini","M",84,1978-09-19,"General Manager","Telecommunications","High Net Worth","Yes",13
"3626","Cora","Hince","F",86,1978-09-02,"Senior Cost Accountant","Financial Services","Mass Customer","Yes",12
"3957","Bernice","Scotchforth","F",4,1978-07-20,"Business Systems Development Analyst",NA,"High Net Worth","Yes",14
"3615","Junia","Napton","F",63,1978-07-09,"Safety Technician II","IT","Mass Customer","Yes",8
"3819","Alvan","Phillput","M",62,1978-06-29,"Staff Accountant I",NA,"High Net Worth","No",3
"3885","Asher",NA,"M",55,1978-06-17,"Actuary","Financial Services","Mass Customer","Yes",8
"3682","Dukie","Asson","M",94,1978-06-15,"GIS Technical Architect","Financial Services","Mass Customer","Yes",11
"3937","Brennen","Mularkey","M",81,1978-06-07,"Tax Accountant","Property","Mass Customer","No",12
"3519","Aldus","Kenningley","M",16,1978-05-21,"Software Consultant","Manufacturing","Mass Customer","Yes",11
"3557","Tisha","Gibbings","F",79,1978-05-12,NA,"Health","Affluent Customer","No",18
"3941","Cinnamon","Batram","F",27,1978-05-03,"Technical Writer","Manufacturing","Mass Customer","Yes",11
"3967","Lillis","Dobrowolski","F",90,1978-04-18,"Senior Editor","Manufacturing","Affluent Customer","No",7
"3590","Carolan","Velez","F",32,1978-04-16,NA,"Manufacturing","Mass Customer","Yes",19
"3554","Briggs","Mower","M",34,1978-04-06,"GIS Technical Architect","IT","Mass Customer","Yes",16
"3865","Urbanus","Fuxman","M",49,1978-03-15,NA,"Manufacturing","Mass Customer","Yes",11
"3695","Lem","Clamp","M",33,1978-02-27,"Account Coordinator","Entertainment","Affluent Customer","Yes",3
"3878","Waldon","Digges","M",99,1978-02-24,"Programmer III",NA,"Mass Customer","No",9
"3892","Roma","Finlater","M",19,1978-01-29,"Staff Scientist",NA,"Mass Customer","Yes",15
"3927","Conway",NA,"M",29,1978-01-07,"Electrical Engineer","Manufacturing","Mass Customer","Yes",7
"3923","Shay","Rayer","M",90,1978-01-04,"Product Engineer","Financial Services","High Net Worth","No",16
"3662","Pippo","Cator","M",79,1977-12-30,"Community Outreach Specialist","Retail","Mass Customer","No",15
"3596","Christi","Gilluley","F",57,1977-12-25,"Executive Secretary","Retail","Mass Customer","No",20
"3968","Alexandra","Kroch","F",99,1977-12-22,NA,"Property","High Net Worth","No",22
"3904","Arabelle","Nevill","F",15,1977-12-17,"Sales Representative","Retail","Affluent Customer","No",7
"3745","Randy","Duligall","F",90,1977-12-05,"Dental Hygienist","Health","Mass Customer","Yes",20
"3934","Cherice","Wehner","F",38,1977-11-25,"Sales Associate","Manufacturing","Mass Customer","Yes",16
"3940","Anna","Warmington","F",9,1977-11-18,"Sales Representative","Retail","Mass Customer","No",9
"3538","Kerby","Nassie","M",19,1977-11-14,"Marketing Manager","Health","Mass Customer","No",8
"3733","Shelden","Rodenburg","M",70,1977-11-01,NA,NA,"Mass Customer","No",11
"3962","Benoit",NA,"M",17,1977-10-06,"Project Manager","Argiculture","High Net Worth","Yes",14
"3805","Margaret","McSperrin","F",52,1977-08-16,"Software Test Engineer II","Property","Affluent Customer","No",4
"3891","Amalea","Elcy","F",61,1977-08-01,"Staff Accountant II","Retail","High Net Worth","Yes",7
"3969","Randee","Penchen","F",93,1977-07-16,"Accountant II","Manufacturing","Affluent Customer","Yes",10
"3649","Jayne","Gawthrope","F",66,1977-07-12,"Office Assistant II","Property","Mass Customer","Yes",12
"3756","Barry",NA,"M",22,1977-07-08,NA,NA,"Affluent Customer","No",10
"3635","Elset",NA,"F",51,1977-07-06,"VP Marketing","Retail","High Net Worth","No",9
"3918","Rosalia","Skedge","F",52,1977-07-05,"Junior Executive",NA,"High Net Worth","No",18
"3812","Sophie","Druhan","F",91,1977-07-04,"VP Product Management","Retail","Mass Customer","Yes",12
"3669","Maynard","Isaq","M",11,1977-06-18,"Design Engineer","Manufacturing","Affluent Customer","No",18
"3776","Kennie","Baszniak","M",46,1977-05-02,"Recruiter","Retail","Mass Customer","Yes",19
"3516","Diarmid","Vearnals","M",93,1977-04-30,NA,"Property","Mass Customer","Yes",15
"3670","Leupold","Bernardini","M",62,1977-03-20,NA,"Financial Services","Affluent Customer","Yes",17
"3734","Trixi","Wickes","F",46,1977-01-07,"Help Desk Technician","Manufacturing","Mass Customer","No",21
"3656","Talia","Sidnell","F",14,1976-12-24,NA,"Property","Mass Customer","Yes",3
"3659","Farra","Catto","F",76,1976-12-23,"VP Sales","Financial Services","High Net Worth","No",10
"3986","Oralle","Petrello","F",1,1976-12-01,"Social Worker","Health","Mass Customer","No",21
"3882","Nona","Tubb","F",18,1976-11-05,"Human Resources Assistant III","Health","Mass Customer","Yes",9
"3566","Bram","Pheasant","M",96,1976-11-02,"Social Worker","Health","Affluent Customer","Yes",10
"3629","Vale","Starcks","F",17,1976-10-29,"Editor","Health","High Net Worth","No",22
"3827","Cherida","Whyffen","F",10,1976-09-05,NA,"Retail","Affluent Customer","No",8
"3686","Shirley","Siss","F",20,1976-08-06,NA,"Financial Services","High Net Worth","Yes",15
"3924","Perry","Lampert","M",72,1976-07-03,"Editor","Property","High Net Worth","Yes",10
"3726","Ange","Austick","F",36,1976-06-17,"GIS Technical Architect","Property","Mass Customer","No",19
"3571","Othilia","Metcalf","F",9,1976-06-09,"Senior Sales Associate","Property","Mass Customer","Yes",3
"3760","Bryana","Vennart","F",73,1976-06-09,NA,"Financial Services","Mass Customer","No",18
"3807","Bibby","Goman","F",73,1976-05-21,"Analyst Programmer","Retail","Mass Customer","No",21
"3792","Ingunna","Loxston","F",81,1976-04-16,"VP Marketing","Financial Services","Affluent Customer","Yes",5
"3724","Griffith","Minor","M",24,1976-03-23,NA,"IT","Affluent Customer","No",9
"3921","Gaby","Lozano","F",93,1976-03-09,"Mechanical Systems Engineer","Manufacturing","High Net Worth","No",10
"3555","Latashia",NA,"F",96,1976-02-26,"Programmer Analyst II","Manufacturing","Mass Customer","No",21
"3773","Wadsworth","Ruselin","M",44,1976-02-06,"Accountant I",NA,"Affluent Customer","Yes",18
"3601","Fanya","Gethyn","F",85,1975-12-23,"Junior Executive","IT","Mass Customer","No",18
"3995","Rusty","Iapico","M",93,1975-12-12,"Staff Scientist","Manufacturing","Mass Customer","Yes",14
"3595","Timi","Huson","F",81,1975-12-06,"Software Consultant","Retail","Mass Customer","No",6
"3722","Merilee","Hammerson","F",69,1975-11-07,NA,"Retail","Mass Customer","No",7
"3641","Wolfie","Hoyes","M",78,1975-10-02,"Civil Engineer","Manufacturing","Affluent Customer","No",12
"3889","Dunn","Ziem","M",39,1975-08-09,"General Manager","Retail","Affluent Customer","No",18
"3996","Rosalia","Halgarth","F",8,1975-08-09,"VP Product Management","Health","Mass Customer","No",19
"3853","Kerri","Marrington","F",91,1975-06-26,"Accounting Assistant IV",NA,"Mass Customer","Yes",19
"3506","Mercy","Donisi","F",19,1975-06-18,"Web Designer I","Financial Services","Mass Customer","No",15
"3523","Lin","Tarver","M",33,1975-06-14,NA,NA,"Affluent Customer","No",19
"3534","Kacie","Stanbrooke","F",92,1975-05-15,"Associate Professor","Manufacturing","Affluent Customer","Yes",3
